id,cylinders,displacement,horsepower,weight,acceleration,model year,origin,car name,mpg
257,8.001999817,238.6362614,100,2292.621958,13.4069484,81.48665644,0.99800003,audi 5000s (diesel),17.8564676
258,8.001999819,313.5321612,140,2158.462428,17.71833503,75.86208962,0.998000105,plymouth reliant,18.09773996
259,4.001999975,214.815087,97,2185.460285,13.40303235,71.21828333,0.99800034,vw rabbit,28.01971977
260,8.001999857,301.7998918,139,2640.54635,13.14797023,78.00107474,0.998000283,ford futura,23.18378483
261,8.001999752,337.5520306,150,4100.223595,13.4529853,73.78729383,0.998000264,dodge rampage,17.46238251
262,4.00199976,129.5638979,85,2305.752835,15.51195338,75.88634863,2.998000127,datsun 210 mpg,35.263538
263,4.00199978,101.4593066,67,1899.886456,15.07847892,79.00077944,0.998000965,peugeot 504,36.60524394
264,4.001999676,133.6214131,85,2272.218203,15.49960769,76.09315184,2.998000365,datsun 210 mpg,35.54891317
265,6.00199907,399.7043355,100,3185.997812,15.20011489,75.95054312,0.998000143,toyota mark ii,23.04371166
266,4.001999853,84.03840771,150,2122.911192,13.42647254,70.9116728,0.998000169,datsun pl510,27.83836388
267,8.001999852,313.5270688,71,2847.447456,13.31183818,76.66250245,0.998000117,triumph tr7 coupe,17.8154717
268,4.00199999,84.84265632,67,1810.3267,17.84775951,80.07638585,0.998000353,ford pinto,44.91585691
269,4.00199973,90.5061544,220,2088.79864,17.93049304,82.24030177,1.998000153,amc gremlin,44.71434397
270,4.001999985,134.2565212,97,3124.372329,15.43072424,81.59779807,0.998000284,peugeot 505s turbo diesel,27.53697771
271,4.001999596,140.6741443,110,2191.716033,13.65556567,82.2976712,0.998000278,buick century limited,28.05526351
272,4.001999387,85.15369059,97,3147.628673,17.8739483,76.3056983,2.998000597,toyouta corona mark ii (sw),28.11663454
273,4.001999988,135.4737772,97,2142.658766,17.64236782,71.33355252,0.998000123,honda civic 1300,23.0364866
274,6.00199977,400.6275685,85,3171.90027,17.41866775,71.49416989,0.998000228,honda civic 1300,22.85804812
275,4.001999542,102.6927189,70,1897.715101,15.07911718,81.51013464,0.998001697,peugeot 504,36.63880629
276,4.00199972,96.55996151,70,1889.145643,15.17043661,81.65172908,0.998000206,peugeot 504,36.28627071
277,4.001999931,97.32285383,70,1893.17343,15.13385349,81.58946952,0.998000168,peugeot 504,36.06881169
278,6.001999484,139.2713502,110,2781.201241,18.03143331,80.74632983,0.998000319,dodge aspen,23.66615253
279,4.001999972,137.0987022,?,1747.135482,13.32910662,71.61838525,0.998000314,vw rabbit,27.68805709
280,6.00199884,97.07346841,108,2210.789516,13.29934132,77.06661816,2.998000421,audi 5000s (diesel),23.0580578
281,6.001999937,82.77632219,97,3096.659354,13.56429455,78.00068028,1.998000873,saab 99le,23.125509
282,6.001999926,210.774125,85,3170.283905,17.56222599,76.04552347,0.998000986,dodge monaco brougham,23.11451319
283,4.001999972,135.4052975,100,2675.01236,15.47603575,76.05975501,2.998000214,datsun 210 mpg,34.96373711
284,4.001999867,98.19361332,70,1897.080112,15.11485927,81.60817764,0.99800032,peugeot 504,36.60970641
285,4.001999125,97.1695748,70,1884.318382,15.14663903,81.61764275,0.998000199,peugeot 504,36.38098994
286,8.001999861,298.8065906,139,3101.655082,13.05723418,78.00119417,0.998001934,ford futura,23.15743497
287,4.001999205,97.61614909,150,2627.619258,15.33173072,70.93443289,0.998000049,datsun pl510,28.68104729
288,8.001999388,306.6536905,139,2718.47503,13.11934885,78.00113934,0.998000975,ford futura,23.16126899
289,4.001999954,137.7203726,97,2117.349155,15.21823905,75.30213174,0.998000676,buick century limited,27.30707206
290,8.001999562,308.2650351,150,2085.216447,13.35075341,79.00067927,0.998000115,amc gremlin,17.6413246
291,4.001999871,89.1723972,150,2141.013904,17.88246976,81.20373861,0.99800013,ford pinto,28.6794702
292,4.001999873,135.5576302,97,3119.969893,15.46759949,81.49286884,0.998000238,peugeot 505s turbo diesel,27.15792986
293,4.001999841,94.24239891,148,2626.706733,15.58423673,71.58893171,1.998000215,ford pinto,28.48323689
294,4.0019999,98.36481757,60,2117.147442,15.03569184,81.57815017,2.998001245,datsun 200sx,36.43741809
295,4.001999816,135.0888371,67,3227.839491,15.39043567,82.0596268,0.998000168,peugeot 505s turbo diesel,44.37945137
296,4.001997789,96.36754761,70,1875.037293,15.13581837,81.59930729,0.998000323,peugeot 504,36.22595236
297,4.001998819,129.8906781,85,2304.421991,15.49306641,75.93568393,2.998000479,datsun 210 mpg,35.28408273
298,4.001998445,137.6892446,148,2233.031436,13.64552156,82.17405808,0.998001798,buick century limited,44.67610742
299,4.001999898,141.7649215,97,3168.513057,15.53686968,82.30405573,0.998000315,peugeot 505s turbo diesel,27.8993602
300,4.001999883,144.4438333,100,4015.151601,15.50658696,75.69656529,2.998000267,datsun 210 mpg,35.81510734
301,8.001999525,311.2596909,139,2608.320924,13.19412502,78.00131975,0.99800011,ford futura,23.16348521
302,4.001999829,103.2239541,90,2672.808069,15.42901969,79.00086345,0.998000036,ford pinto,29.08481347
303,8.001999819,330.5564654,150,3963.44073,13.29555843,70.60144004,0.998000577,dodge rampage,17.5246373
304,4.001997951,95.12354604,90,2090.233022,18.08396699,77.39959641,0.998000191,ford pinto,28.35419161
305,8.001999678,396.5035249,193,4010.872392,12.99858216,70.49163903,0.998000067,datsun 200-sx,17.38934644
306,6.001999879,399.1114986,60,3184.688432,13.37264651,71.44659706,0.998000094,dodge rampage,23.33251259
307,4.001999855,102.5244372,90,2671.421905,15.42285493,79.00090133,0.998000022,ford pinto,28.93406104
308,8.001999863,423.9885877,220,2155.391515,9.642330213,70.60800612,0.998000018,datsun 710,17.38673549
309,6.001998937,400.264294,85,3169.024675,17.33355172,74.57764442,0.998001502,dodge monaco brougham,23.0638265
310,4.001999821,97.73679794,70,1881.4788,15.14011706,81.61855124,0.998000244,peugeot 504,36.36951685
311,6.00199969,196.7357675,85,3170.182322,17.37070285,75.12232255,0.998000873,dodge monaco brougham,22.56601743
312,4.001999838,145.2712476,90,3287.712135,15.53971865,80.44712262,0.998000342,datsun 810 maxima,36.5601644
313,4.001999886,90.44196793,110,3206.448937,17.78370682,82.24462237,1.998000124,saab 99le,44.46422879
314,4.001999933,102.239033,67,1929.257468,15.20873974,79.00094242,0.99800031,peugeot 504,36.4384027
315,6.001999218,133.5983399,85,2165.519162,13.43534888,71.4429155,0.998000299,pontiac lemans v6,22.62025841
316,8.001999821,310.8626338,140,2678.713997,13.3811664,79.00085635,0.998000216,plymouth reliant,17.83067585
317,8.00199937,399.4666321,193,4127.024758,13.03158467,70.57416238,0.998000937,datsun 200-sx,17.58187577
318,4.001999778,90.09438572,148,2620.199397,18.02141591,82.28176993,0.998000296,peugeot 505s turbo diesel,28.35991548
319,4.001999826,126.9295471,150,2103.793627,13.41359548,70.74424342,0.99800005,fiat 128,28.5801669
320,8.001999098,329.271532,60,2667.660929,13.44256599,79.00089034,0.998000125,mercury cougar brougham,17.69332313
321,4.001999863,87.84580572,97,2144.398302,15.50299628,77.32176693,2.998000961,toyouta corona mark ii (sw),28.84471759
322,4.001999709,131.4243479,97,1836.229567,15.29018513,81.8336974,0.998000169,pontiac astro,35.48523264
323,4.001999711,147.3827852,90,3312.777375,15.54977457,80.58745831,0.998000367,amc gremlin,36.01917819
324,6.001999266,401.3440182,85,3173.500294,17.44101345,75.28919071,0.998000658,honda civic 1300,22.65646121
325,4.001999698,148.3644157,100,4083.624973,21.08406273,78.00050347,1.998000844,pontiac astro,36.43060646
326,4.00199994,98.22350934,71,2691.764543,15.47623839,76.771539,0.998000087,datsun 1200,28.40726912
327,6.001999372,398.0108785,100,3203.57697,13.32533045,71.45925186,0.998000268,honda civic 1300,23.00224153
328,8.001999758,340.6090043,139,2186.3428,13.26093225,78.00089752,0.998000904,ford futura,23.29477856
329,6.001998348,233.96001,100,3225.026325,15.30620705,76.98222949,0.998000159,chevrolet nova,23.0402497
330,8.001999866,307.9086753,140,2717.567323,13.40721794,79.00096323,0.998000128,plymouth reliant,17.45349686
331,6.001998858,91.8466302,85,2122.02664,17.67230216,76.70060806,0.998003191,audi 5000s (diesel),23.35478408
332,6.001999546,93.44102935,72,3150.985601,13.3486305,76.69569937,2.998000831,chevrolet caprice classic,22.22202472
333,4.001999966,143.0399524,72,2127.138181,17.54860522,78.00020903,0.99800053,dodge monaco brougham,28.31356617
334,8.001999917,309.7357487,220,4246.72335,15.27426886,76.82125818,0.998000055,triumph tr7 coupe,17.88775296
335,8.001999646,338.6038637,150,4099.467535,13.5044996,73.61441826,0.998001015,dodge rampage,17.37921496
336,4.0019999,99.45817518,150,2164.643234,15.36052716,71.14913609,0.998000089,datsun pl510,28.41053099
337,8.001999745,214.6039149,85,2207.434547,15.08674367,76.52784142,0.998000153,hi 1200d,17.58600859
338,4.001999988,133.7831144,97,2118.651504,17.62231672,71.49388815,0.998000033,vw rabbit,22.96287269
339,4.001998914,90.06673866,120,2059.074046,17.92941145,82.12582643,0.998000219,buick century limited,29.30069884
340,4.001999729,97.36115691,70,1886.150554,15.13415017,81.61735556,0.99800031,peugeot 504,36.32654782
341,4.001999963,94.62879246,110,4082.559681,20.63347771,78.00090259,1.99800008,pontiac astro,36.18851084
342,4.001999762,132.4942911,85,2614.881118,13.51858187,74.16876999,1.998002572,saab 99le,23.07177813
343,6.00199998,211.9722002,100,2204.77808,15.35419221,76.0934386,0.998000133,ford pinto,23.34278406
344,4.001999643,95.14014237,60,2131.808312,15.04392926,81.57614887,2.99800311,datsun 200sx,36.70530476
345,8.001999794,315.0847906,220,2712.196434,17.63795649,77.25206998,0.998000171,triumph tr7 coupe,17.60776919
346,8.001999619,398.9893014,193,3998.649358,13.01429138,70.52166506,0.998000123,datsun pl510,17.0593808
347,4.001999889,88.69841283,95,1864.391413,17.77521127,80.7246068,2.998000318,chevrolet nova,35.61901497
348,4.001999712,99.27528099,60,2129.015835,14.9733846,81.5907078,2.998000072,datsun 200sx,36.51587765
349,4.001999653,141.8533948,72,2682.527467,17.51662661,75.41656399,0.998000466,dodge monaco brougham,28.30515573
350,8.001999973,309.4257494,140,2703.385717,13.34314142,79.00083694,0.99800003,buick century limited,17.54038219
351,4.001999613,131.0621009,71,3987.938767,15.41832203,76.7966602,0.998000357,ford pinto,35.42189752
352,6.001999482,202.6690782,85,3187.374347,17.39838388,75.19480446,0.998000867,honda civic 1300,23.29066282
353,8.001999619,398.9417768,100,3171.301674,13.23653363,74.94577674,0.998001027,datsun 200-sx,17.62392431
354,6.00199861,226.5985919,97,3253.972504,15.34782962,77.45694792,0.998004129,toyota mark ii,22.32808535
355,8.001999785,316.7420161,140,2134.697948,13.25909683,79.00080012,0.998000036,mercury cougar brougham,23.0939561
356,8.001999801,295.3943839,71,3985.541419,13.27509583,76.32111834,0.998000098,datsun 200-sx,17.26509748
357,4.001999896,97.06365917,70,1881.948635,15.13411517,81.61273566,0.998000254,peugeot 504,36.28179994
358,4.001998233,88.46672083,120,2164.626898,17.97984837,77.69982822,0.998000145,fiat 128,28.27967839
359,8.001999679,424.3024822,220,2158.686551,9.642100338,70.58253129,0.998000046,datsun 710,17.65528511
360,8.001999449,423.5276909,220,2146.532256,9.660799126,70.59852867,0.99800006,datsun 710,17.78606258
361,4.001999883,82.90225263,150,2056.405108,13.30775638,70.77929545,0.998000029,honda civic 1300,28.62900744
362,8.001999725,312.0016937,150,2686.43332,13.3635769,79.00082559,0.998000012,mercury cougar brougham,17.91672067
363,4.00199487,93.24117638,90,2117.311522,15.42248521,77.08281355,0.998000075,honda civic 1300,29.09794286
364,6.001999894,215.2276757,97,3179.709203,13.36089985,71.36588742,0.998000302,oldsmobile cutlass ciera (diesel),22.61058336
365,6.001999776,197.1575503,85,3197.459705,17.41703471,74.34101604,0.998000397,dodge monaco brougham,22.78192349
366,4.001999934,129.8443128,120,2587.179934,13.39892982,76.12382925,0.99800018,dodge monaco brougham,23.18840887
367,4.001999987,97.21848328,90,2161.997115,15.49437922,82.13741592,1.998000041,dodge monaco brougham,28.32541116
368,6.00199976,224.8926683,100,2176.202705,15.39058719,77.3933806,0.998000851,toyota mark ii,22.94668809
369,6.001999256,197.5146533,85,3190.459645,17.35648565,74.75435893,0.998000814,dodge monaco brougham,22.44385409
370,4.001999641,99.65840567,60,2143.071057,15.01170104,81.57087313,2.998000137,datsun 200sx,36.77097601
371,4.001999849,86.1978358,110,2135.614666,17.76003262,82.12711852,0.998000159,ford mustang ii 2+2,44.44997381
372,4.001999799,131.5274674,110,2775.553559,13.58267338,81.12382396,0.998000213,dodge aspen,23.671275
373,4.001999908,238.6967266,69,4155.116998,21.22280279,77.99984758,1.998000092,pontiac astro,44.61282834
374,4.001999581,98.20829797,70,1884.403468,15.14061153,81.64876645,0.998000155,peugeot 504,36.3928869
375,4.001999779,136.0517605,97,3172.595232,13.53759551,75.78174217,0.998001265,toyota mark ii,22.8555215
376,4.001999974,103.1559417,69,4207.616106,21.33431519,70.42711812,1.998000215,ford galaxie 500,44.83556653
377,4.001999827,231.3075327,97,3195.931396,13.33593605,71.39878693,0.998000385,dodge rampage,23.38030571
378,8.001999257,327.9586691,139,2773.185527,13.18276044,78.00104218,0.998000766,ford futura,23.18276247
379,4.001999745,97.20437349,70,1885.52617,15.14201919,81.60767443,0.998000215,peugeot 504,36.36330892
380,8.001999658,343.7627044,150,4104.530982,13.52618554,73.81441534,0.998000503,dodge rampage,17.17067685
381,8.001999923,311.0031774,220,2730.353483,15.28218355,76.87154167,0.99800034,triumph tr7 coupe,17.89715365
382,4.001999986,140.314274,90,2229.53034,15.33794093,81.05279119,0.998000308,buick regal sport coupe (turbo),36.74883244
383,8.001999121,288.6373167,130,1791.611893,13.27599597,78.0009307,0.998000089,ford futura,23.55515585
384,4.001999772,132.2405076,85,2053.84101,17.5939879,71.16864557,0.998000136,vw rabbit,22.71518576
385,4.001999627,142.9290106,90,3290.047817,15.52617133,75.35214804,2.998002085,opel manta,35.34012762
386,4.001999696,97.10973299,70,1881.772449,15.16928141,81.59305363,0.998000367,peugeot 504,36.31765545
387,4.00199947,309.4055919,139,2126.275693,13.23200903,76.10021632,0.998000049,ford futura,22.98350365
388,4.001999804,98.2787999,70,1896.04802,15.13151377,81.61605968,0.998000336,peugeot 504,36.26729917
389,4.001999867,134.7984999,?,1741.209292,19.9417113,76.88699674,0.998000059,vw rabbit,27.35220178
390,8.001999758,313.0612132,140,2729.714289,13.34202122,79.00085225,0.998000112,plymouth reliant,17.93251194
391,4.001999798,140.52138,110,2210.439841,17.81890419,71.63546474,0.998000233,datsun 210,23.13948803
392,6.001999784,404.2056717,100,2130.516474,17.35258192,70.81123625,0.998000417,datsun 710,22.94704185
393,4.001999807,93.15366217,90,2663.841018,15.46396621,79.00091527,0.998000141,ford pinto,36.39228706
394,6.001999919,401.1937758,85,3164.895421,17.31535352,74.78247607,0.998000231,honda civic 1300,22.62310104
395,4.001999967,90.07893403,67,1843.163783,17.70554095,80.53757143,2.998000108,plymouth valiant,36.17216882
396,6.00199974,143.1351458,110,2765.356073,18.0232459,80.74834533,0.998000146,dodge aspen,23.50506231
397,4.001999985,133.8261428,97,3125.997509,15.4273165,81.05085423,0.998000556,toyouta corona mark ii (sw),27.35630814
398,4.001999681,145.6540143,90,3307.043151,15.5372924,80.4722368,0.998000586,datsun 810 maxima,36.15857891
399,4.001999732,97.76478975,70,1886.313544,15.13861279,81.62877186,0.998000198,peugeot 504,36.44571102
400,4.001999856,88.19303828,120,2158.143099,15.5284658,77.80451252,0.998000224,dodge monaco brougham,28.62249787
401,6.001999816,307.9043475,110,4376.782067,19.58737397,76.34747901,0.998000145,triumph tr7 coupe,17.71080413
402,8.001999961,308.4715648,220,4232.108767,15.26184113,77.17211801,0.998000103,triumph tr7 coupe,17.74036189
403,8.001999904,327.5890259,150,4113.516351,13.36395764,70.55909824,0.998000293,dodge rampage,17.02863054
404,8.001999914,310.3408912,140,2725.321525,13.38434297,79.0008213,0.998000062,plymouth reliant,18.07326629
405,4.001999536,132.3766286,85,2300.391847,15.47516375,75.93373142,2.998000335,datsun 210 mpg,35.62080217
406,4.001999892,140.7003862,90,2221.919653,15.33445878,81.31960743,0.998000469,datsun 810 maxima,28.43526627
407,8.001999789,316.0298796,140,2814.305106,17.58608221,81.22950928,0.998000134,ford mustang ii 2+2,18.1675917
408,6.001999959,138.6856194,110,2761.853298,15.59300828,80.81002888,0.998000119,dodge aspen,23.68232538
409,4.001999515,90.07490256,97,2152.580281,15.48034015,82.28221469,0.998000096,fiat 124 sport coupe,28.51721539
410,4.001999945,87.985307,97,2757.643062,13.38414003,76.8638149,0.998000263,audi 5000s (diesel),22.79380011
411,6.001999552,132.6114899,85,3166.318435,17.46666974,74.55087346,0.998002331,dodge monaco brougham,22.5467576
412,4.001999882,335.034458,90,3320.006515,15.4976043,80.50440115,0.998000819,datsun 810 maxima,35.95038523
413,4.00199631,137.3153776,100,3837.043054,15.47862257,75.99840221,2.998000414,datsun 210 mpg,34.85722266
414,4.001999965,246.02833,69,4201.108636,20.82566765,70.73472327,1.998000021,pontiac astro,36.0117682
415,8.001999911,335.816828,150,4108.154539,13.52782325,74.03644877,0.998000377,dodge rampage,17.32681183
416,8.001999705,316.0400681,140,2653.189805,13.27661257,79.00086748,0.998000139,mercury cougar brougham,23.27645978
417,4.001999856,133.0639836,97,2149.308637,15.40789838,76.88328057,0.998000185,ford ltd,23.16254586
418,8.001999501,343.2711206,150,4171.8219,13.46441521,73.90836439,0.998000421,dodge rampage,17.51663039
419,6.001988595,400.6760544,85,3169.857449,17.45682062,71.46963833,0.998000469,honda civic 1300,22.9199216
420,4.001999831,395.8637208,150,2115.966086,19.53244996,71.34080511,0.998000103,honda civic 1300,28.41614617
421,4.001999803,93.81246277,?,3768.517517,17.94037814,78.00038711,1.998000362,pontiac astro,44.60164694
422,4.001999685,140.2837294,148,2113.171598,13.68948309,82.3212516,1.998000205,dodge aries se,28.70223367
423,4.001999754,98.34654887,90,2654.101476,17.6774554,71.04926538,0.998000023,volkswagen dasher,28.92668888
424,6.001999339,201.2490368,85,3186.692999,17.42856987,71.35433206,0.998000205,dodge monaco brougham,23.23036505
425,4.001999884,99.21205015,90,2607.879184,15.5242629,76.39016116,0.998000061,ford pinto,28.43193702
426,6.001999422,405.4742827,85,2706.231111,17.5369449,75.09685568,0.998000441,datsun 710,23.10016739
427,4.0019985,97.74383015,70,1882.94478,15.13696152,81.64465497,0.998000676,peugeot 504,36.42243374
428,4.001999951,132.9999013,54,2146.614811,17.4490458,74.94296452,0.998000241,amc hornet,28.22878258
429,8.001999935,310.3717939,71,2849.080487,15.30169615,77.06380815,0.998000059,triumph tr7 coupe,17.89201753
430,4.00199519,142.2172783,148,2761.313505,15.45376554,82.00490601,0.998000171,buick century limited,28.03789745
431,6.001999039,150.370425,108,2138.223009,13.26083496,76.94189755,2.998000782,audi 5000s (diesel),22.79805024
432,8.001999143,290.8407566,150,3913.944573,13.23637504,74.01748444,0.998000597,datsun pl510,17.20387054
433,8.001999819,319.3801762,148,2661.693154,13.42551627,79.00085505,0.998000167,dodge monaco brougham,17.67176414
434,4.001999987,137.7081183,?,1740.586959,19.88976739,77.36028387,0.998000054,vw rabbit,22.96261314
435,4.001999939,89.18805436,120,2096.03773,15.52629245,77.37903648,0.998000159,dodge monaco brougham,28.6194944
436,4.001999957,138.5311093,97,2642.482378,20.07249414,76.36755553,0.998000768,dodge monaco brougham,22.71595977
437,8.001999815,102.8550647,139,3273.068474,13.21956121,78.00095534,0.998000225,ford futura,23.56436504
438,4.001999962,90.45968277,122,2047.955295,15.54569858,77.67382447,0.99800004,plymouth reliant,35.53403387
439,6.001999382,84.6183802,71,2911.343568,13.34787717,77.24293552,2.998000325,audi 5000s (diesel),22.6968105
440,8.001999735,420.4593852,220,2149.042275,9.634235786,70.5724751,0.998000174,datsun 710,17.32996676
441,8.001999921,313.1168104,150,3171.561142,13.30704957,71.4538247,0.998000738,honda civic 1300,17.12624508
442,4.001999927,97.97138943,97,3187.439455,15.35353457,81.69602695,0.998000756,peugeot 505s turbo diesel,27.52738849
443,4.001999382,134.230837,85,2279.996212,15.38958256,76.01320938,2.998000146,datsun 210 mpg,35.97086309
444,6.001998877,400.2463783,85,3169.861406,17.38602575,74.84137269,0.998000242,dodge monaco brougham,23.22174077
445,8.001999307,322.7816755,150,3900.415477,17.45911827,74.16826326,0.998002716,dodge monaco brougham,17.36253606
446,6.001999779,213.5967734,100,2178.818924,15.38078469,81.57615466,0.998000121,ford ltd,23.2683577
447,4.001999318,96.91651521,70,1874.751589,15.13637305,81.61291487,0.998000262,peugeot 504,36.37029926
448,4.001999993,133.8935601,97,3146.141831,15.23728825,76.32534478,0.998000262,peugeot 505s turbo diesel,28.48248201
449,4.001999818,98.23257612,70,1885.820677,15.1370045,81.6262985,0.998000333,peugeot 504,36.3476775
450,4.001999965,139.7126338,148,1779.061992,19.99737268,71.63387826,0.998000091,vw rabbit,22.97716821
451,8.001999784,307.9494278,85,2302.898891,15.39837171,76.10802485,2.998001054,datsun 210 mpg,17.49243832
452,4.001999905,311.5912199,148,3249.704042,15.58428872,82.25424497,0.9980083,saab 99le,36.58331543
453,8.001999793,323.8502791,150,2140.889988,13.41157558,73.84649296,0.998000242,buick century limited,17.59908694
454,4.001999836,97.81056193,70,1889.460042,15.12250439,81.60662764,0.998000345,peugeot 504,36.63560046
455,4.00199971,211.7457248,85,3163.388269,13.34966188,76.478709,0.998000659,chevrolet nova,23.32317322
456,6.001999263,400.0637667,85,2131.13051,17.33589322,74.7379971,0.998000398,datsun pl510,22.9239213
457,4.001999965,136.0740254,72,2114.540179,17.68788069,77.43457723,0.998000155,honda civic 1300,28.2183876
458,4.001999712,96.89122495,60,2131.722327,14.99371084,81.54520232,2.998000165,datsun 200sx,36.6326534
459,4.00199956,96.82758804,70,1877.063608,15.1310694,81.60148856,0.998000339,peugeot 504,36.59701658
460,4.001999447,94.98323369,148,2194.256336,17.95900935,71.26178102,1.998000775,opel 1900,28.20735797
461,4.001999961,138.5161895,?,1757.001245,19.80823899,77.09740124,0.998000192,vw rabbit,35.6890949
462,8.001999573,311.2481678,71,4128.818735,20.03489553,80.79123851,0.998000139,datsun pl510,18.22669854
463,4.001999975,90.74897325,120,2089.218272,15.51571418,82.27994075,0.99800013,dodge monaco brougham,27.9829857
464,8.001999889,318.1342933,150,2711.500622,13.34841206,79.00078446,0.998000197,plymouth reliant,17.42449846
465,4.001999288,97.1514797,70,1887.474468,15.13187819,81.66033316,0.998000337,peugeot 504,36.26042679
466,4.001999636,327.7177376,90,3320.508085,15.37196605,81.1385947,0.998001626,ford mustang ii 2+2,36.07161283
467,6.001998799,401.8296508,85,3191.017447,13.30057629,71.4699362,0.998000206,oldsmobile cutlass ciera (diesel),22.81926242
468,8.001999786,308.3754611,150,2132.288474,13.36608185,79.00083568,0.998000043,mercury cougar brougham,17.45695377
469,8.00199987,308.899006,130,2727.314507,13.37059467,79.0009161,0.998000086,amc matador,17.63041433
470,4.001999803,87.64267508,95,1901.237965,17.83257848,80.56074049,2.99800038,chevrolet nova,36.30538957
471,4.001999958,93.33073195,67,1809.928731,17.56529186,80.94014051,2.99800017,mercury cougar brougham,36.36176414
472,4.001999594,96.7049034,70,1882.295855,15.1436001,81.61775261,0.998000127,peugeot 504,36.30493649
473,8.001999947,306.6585866,148,3669.670326,17.80196536,77.72919343,1.998000174,triumph tr7 coupe,17.74103343
474,4.001999688,87.34049246,?,2111.641515,21.03081163,80.20785818,0.998000095,toyota corolla,44.46602093
475,4.001997889,138.4219945,90,3205.28664,15.45167668,80.54178353,0.99800078,datsun 810 maxima,35.60521367
476,4.001999928,97.42061002,70,1885.666731,15.13706798,81.62087419,0.998000269,peugeot 504,36.38796434
477,4.001999962,135.5443388,97,3111.848764,15.37750647,81.61814284,0.998002547,peugeot 505s turbo diesel,28.55358366
478,4.00199973,97.23770718,70,1876.304485,15.13416284,81.61463859,0.998000304,peugeot 504,36.44104658
479,6.001996765,402.2022743,85,3170.481368,17.54974663,71.5240637,0.998000736,honda civic 1300,23.03788368
480,4.00199982,96.73182166,70,1886.474958,15.1546314,81.57714429,0.998000144,peugeot 504,36.10914415
481,4.001998019,151.0773315,130,3258.124564,13.28558009,81.55788316,2.998001836,ford mustang ii 2+2,22.42415331
482,4.001999866,134.3951786,72,2145.864504,15.47607047,81.53857258,0.998000275,chevrolet monza 2+2,28.42335967
483,8.00199982,336.1950016,150,4139.112506,13.52111641,70.53281696,0.998000358,dodge rampage,17.77757477
484,4.001999856,144.0119363,90,3199.38089,15.40143873,81.00848524,2.99800092,datsun 810 maxima,28.07976534
485,4.001999626,96.30421836,70,1897.014082,15.13398241,81.61541924,0.998000219,peugeot 504,36.41760637
486,4.001999805,89.02491637,120,2620.345581,15.52144379,77.69287862,0.998002816,dodge monaco brougham,29.15593977
487,4.001999827,138.166257,97,2633.292627,15.13182367,81.97350086,0.998000362,peugeot 505s turbo diesel,23.54408553
488,4.001999765,145.7837215,110,4143.169812,13.64825377,78.0016835,1.998000389,pontiac astro,44.40417926
489,4.001999982,95.50565029,97,3150.041458,15.42105716,81.49187698,0.998000213,peugeot 505s turbo diesel,35.13903522
490,8.001999811,310.2244126,140,2782.708901,13.36656054,79.0008839,0.998000252,plymouth reliant,17.36220096
491,4.001999897,145.8903952,90,3314.148604,15.56787146,80.44885146,0.998000741,datsun pl510,35.97733164
492,4.001998087,98.52576651,70,1885.605987,15.12056095,81.60960264,0.998000369,peugeot 504,36.39023408
493,8.001999679,309.1566195,220,2701.306838,15.33363037,77.01679207,0.998000108,triumph tr7 coupe,17.77807029
494,8.001999679,398.5841437,193,4092.280296,13.00962435,70.53496726,0.998000104,datsun 200-sx,16.95073619
495,4.001999425,133.3761689,97,3146.921554,15.369674,76.04606868,0.998000311,peugeot 505s turbo diesel,27.89993869
496,4.001999473,307.8979889,110,3136.860763,13.5958462,82.28517536,1.998000242,vw rabbit custom,28.49174174
497,8.001999595,423.3245767,220,2162.182251,9.638555595,70.61949832,0.998000113,datsun 710,17.75352671
498,8.001999533,220.6454029,139,3289.761979,15.22790991,78.00095439,0.998000087,ford futura,23.5449664
499,6.001999717,136.9133452,67,2144.247655,15.2662614,71.61020911,2.998000356,toyota mark ii,23.11588866
500,6.001999874,219.3129979,100,3192.899596,13.36833168,71.44869229,0.998000219,opel 1900,22.49446759
501,8.001999872,305.5387495,130,2149.208985,15.36799228,79.00089741,0.998000074,honda civic 1300,18.06429509
502,4.001999319,87.40058516,148,4015.049641,17.82587248,71.54845635,1.998000331,ford pinto,28.16154282
503,4.001999698,97.92551976,70,1901.483408,15.13054041,81.60921392,0.99800099,peugeot 504,36.32471885
504,4.001999926,141.9662787,100,3914.656295,15.50766359,76.05437655,2.99800033,datsun 210 mpg,34.95711927
505,4.001999656,97.78134881,100,2678.034385,15.48587195,75.84191886,2.998000341,datsun 210 mpg,35.61861552
506,6.001999291,218.1240534,100,3231.223121,13.34001867,71.44835716,0.998000335,dodge aries se,23.47759144
507,4.001999701,142.8496425,90,2305.435126,15.45934591,81.24540862,0.998000764,toyota mark ii,36.7579509
508,4.001999908,95.48607909,97,3184.318411,15.48052235,82.09239633,0.998000058,peugeot 505s turbo diesel,27.88079028
509,8.001999782,339.6070446,150,4129.124556,13.48514464,73.76852308,0.998000576,dodge rampage,17.76674401
510,4.001999395,135.4229547,97,2155.96693,17.87047196,75.53301559,2.998000387,dodge monaco brougham,27.98162314
511,6.001999148,397.1325628,150,2095.395791,13.36379255,71.28837318,0.998000289,honda civic 1300,22.78804698
512,6.001999776,398.8254925,100,3201.102815,13.28808547,71.33455062,0.998000218,dodge rampage,22.8859299
513,4.00199977,97.17993985,70,1887.365019,15.13360304,81.61797227,0.998000247,peugeot 504,36.38326402
